序号,物料大类,条码/物料编码,物料名称/描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,供应链可用状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产,税率(%),物料来源,ABC分类,创建时间
147,综合物资,55000293,BG-玉蜻蜓 -25度玻璃水 2桶/组,,办公用品,组,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
148,综合物资,55000292,BG-玉蜻蜓 0度玻璃水 2桶/组,,办公用品,组,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
149,综合物资,55000291,BG-得力 5511 透明缠绳档案袋 A4 透明白色,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
150,综合物资,55000290,BG-超霸 2025 超霸 2025纽扣电池 5粒/盒,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
151,综合物资,55000289,BG-格之格 CF353A 红色碳粉盒,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
152,综合物资,55000288,BG-格之格 CF352A 黄色碳粉盒,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
153,综合物资,55000287,BG-格之格 CF351A 蓝色碳粉盒,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
154,综合物资,55000286,BG-格之格 CF350A 黑色碳粉盒,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
155,综合物资,55000285,BG-得力 7146 502胶水 3g,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
156,综合物资,55000284,BG-得力 7144 502强力胶 8G 透明色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
157,综合物资,55000283,BG-传美 2000型 复印纸 B5 5000张,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
158,综合物资,55000282,深蓝心 马桶垫纸1层250张/包（20包）/JD,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
159,综合物资,55000281,清风 马桶垫纸1层250张/包（20包）/JD,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
160,综合物资,55000280,心相印 擦手纸 225mm*215*1层*200抽/包（21包）/JD,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
161,综合物资,55000278,BG-兄弟DCP-7180DN原装粉盒,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
162,综合物资,55000277,BG-兄弟DCP-7180DN国产粉盒,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
163,综合物资,55000276,BG-史泰博 70G 超值装复印纸A4 白色 500张/包 5包/箱,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
164,综合物资,55000275,BG-格之格TN2325粉盒,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
165,综合物资,55000274,BG-格之格DR2350硒鼓,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
166,综合物资,55000273,BG-得印 TN2325 粉盒 2600页 黑色 易加粉,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
167,综合物资,55000272,BG-史泰博 80G 常规装复印纸 A5 白色 10包/箱,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
168,综合物资,55000271,BG-彩格 CF218A PLUS版 粉盒 2000页 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
169,综合物资,55000270,BG-彩格 CF219A PLUS版 鼓架 12000页 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
170,综合物资,55000269,BG-得力 DEH-388AXL2 激光碳粉盒套装 3500页*2 黑色,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
171,综合物资,55000268,BG-得力 DBH-2612AT 硒鼓 易加粉 2000页 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
172,综合物资,55000267,BG-得力 DBH-388AT 激光碳粉盒  黑色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
173,综合物资,55000266,BG-得力 DBH-2612AX 激光碳粉盒 3000页 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
174,综合物资,55000265,BG-得力 DBH-388AX 硒鼓 2000页 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
175,综合物资,55000264,BG-得力 Z7502 木尚复印纸 A4 70G 500张/包 5包/箱,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
176,综合物资,55000263,BG-得力 7419莱茵河复印纸 A4 80g 500张/包 5包/箱,,办公用品,箱,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
177,综合物资,55000262,BG-联想 DVD-R 光盘/刻录盘 16速4.7GB 办公系列 桶装50片,,办公用品,桶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
178,综合物资,55000261,BG-绿联 10107 HDMI线 2m 4K数字高清线 黑色,,办公用品,根,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
179,综合物资,55000260,BG-惠普 CC388A 硒鼓 88A 黑色 1支 1500页,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
180,综合物资,55000259,BG-佳能 CL-831 墨盒 9ml 彩色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
181,综合物资,55000258,BG-佳能 PG-830 墨盒 11ml 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
182,综合物资,55000257,BG-得力 7757 彩色复印纸 A4 80G 浅红色 100张/包,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
183,综合物资,55000256,BG-得力 7757 彩色复印纸 A4 80G 浅黄色 100张/包,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
184,综合物资,55000255,BG-立信 2987 装订线 68m 白色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
185,综合物资,55000254,BG-得力 9869 秒干印台 红色 直径85mm,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
186,综合物资,55000253,BG-立信 192-30 凭证封面 30K,,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
187,综合物资,55000252,BG-立信 192-20 增值税专用发票抵扣联凭证封面 20K 25套/袋,,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
188,综合物资,55000251,BG-立信 195-36 凭证包角 36K 195*145mm 25张/袋,,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
189,综合物资,55000250,BG-得力 8308 按扣文件袋  透明白色  全透明 10个/包,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
190,综合物资,55000249,BG-晨光 MF6001 涂改液 12ML 混色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
191,综合物资,55000248,BG-瑾康秀安 JKXA1319 笑脸打包袋 45*70cm  50只,,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
192,综合物资,55000247,BG-优玛仕 4.8MM 装订铆管,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
193,综合物资,55000246,BG-优玛仕 5*50mm 空心钻刀 1支/盒 金属银色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
194,综合物资,55000245,"BG-史泰博  牛皮纸档案盒 4CM,A4(5个/封) 牛皮纸色",,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
195,综合物资,55000244,BG-西玛 SZ600123 发票版凭证装订封面 245*145mm,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
196,综合物资,55000243,BG-欣富凯 XFK206A 适用HP惠普M283fdw硒鼓,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
197,综合物资,55000242,BG-南孚 LR14 2号 碱性电池 2粒/盒,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
198,综合物资,55000241,BG-南孚 LR20 1号 碱性电池 2粒/盒,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
199,综合物资,55000240,BG-联想1T移动硬盘,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
200,综合物资,55000239,BG-联想512G移动硬盘,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
201,综合物资,55000238,BG-联想256G移动硬盘,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
202,综合物资,55000237,BG-史泰博 透明板夹 A4 蓝色 线型带刻度 塑料,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
203,综合物资,55000235,BG-得力 DBH-2612AX 激光碳粉盒 3000页 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
204,综合物资,55000232,BG-妙洁 MOJ(L) 巨易吸胶拖 35cm*133cm,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
205,综合物资,55000231,BG-立信 装订线 68m/卷 白色,,办公用品,卷,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
206,综合物资,55000229,BG-得力工具 DL9075Y 钢卷尺 7.5m/25ftx25mm,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
207,综合物资,55000228,BG-得力工具 DL9005Y 钢卷尺 5m/16ftx19mm,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
208,综合物资,55000227,BG-得力工具 DL9003Y 钢卷尺 3m/10ftx16mm,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
209,综合物资,55000226,BG-得力 7730 百事贴 76*19mm 400张/本 混色,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
210,综合物资,55000225,BG-3M 680-SH2 指示标签 25.4*43.2mm,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
211,综合物资,55000224,BG-真彩 白板笔蓝色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
212,综合物资,55000223,BG-真彩 白板笔红色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
213,综合物资,55000222,BG-真彩 白板笔黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
214,综合物资,55000221,BG-真彩 A47 按动中性笔 0.5MM 红色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
215,综合物资,55000220,BG-真彩 A47 按动中性笔 0.5MM 蓝色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
216,综合物资,55000219,BG-真彩 A47 按动中性笔 0.5MM 黑色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
217,综合物资,55000218,BG-晶华双面胶带（0.9cm*12码）32卷/组,,办公用品,组,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
218,综合物资,55000217,BG-晶华透明小胶带（12mm*15Y）12卷/组,,办公用品,组,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
219,综合物资,55000216,BG-晶华封箱胶(4.8*100m)  4卷/组,,办公用品,组,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
220,综合物资,55000215,BG-得力 小号美工刀片 9mm,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
221,综合物资,55000214,BG-联想 无线键鼠 套装,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
222,综合物资,55000213,BG-联想 无线光学鼠标 蓝牙 黑色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
223,综合物资,55000212,BG-罗技 无线键鼠套装 黑色 键鼠套装,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
224,综合物资,55000211,BG-罗技 无线键盘  黑色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
225,综合物资,55000210,BG-罗技 鼠标 无线 灰色 便携可靠 时尚无线,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
226,综合物资,55000209,BG-惠普 无线键鼠套装 黑色,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
227,综合物资,55000208,BG-惠普 无线键盘 高效办公游戏键盘C10,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
228,综合物资,55000207,BG-惠普 无线鼠标 三档CPI可调 黑色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
229,综合物资,55000206,BG-得力 简装黑色长尾票夹（12个/盒） 50MM 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
230,综合物资,55000205,BG-得力 简装黑色长尾票夹 41mm 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
231,综合物资,55000204,BG-得力 简装黑色长尾票夹 32MM 黑色 12个/盒,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
232,综合物资,55000203,BG-得力 长尾票夹 25MM 12个/盒 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
233,综合物资,55000202,BG-得力 简装黑色长尾票夹 19mm 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
234,综合物资,55000201,BG-得力 简装黑色长尾票夹 15MM 12只/盒 黑色,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
235,综合物资,55000200,BG-史泰博 按压式中性笔 12支/盒 0.5 红色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
236,综合物资,55000199,BG-史泰博 按压式中性笔 12支/盒 0.5 蓝色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
237,综合物资,55000198,BG-瑞沃 擦手纸盒 壁挂式 275mm*100mm*207mm 白色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
238,综合物资,55000197,BG-赛拓 1284 重型打孔钳,,办公用品,把,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
239,综合物资,55000196,BG-益而高 837 打孔器 二孔 20页 随机色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
240,综合物资,55000195,BG-得力 50864 T型抽拉亚克力桌牌 A4 竖式,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
241,综合物资,55000194,BG-史泰博 150克 牛皮纸档案袋 A4 牛皮纸色 50个/袋,,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
242,综合物资,55000193,BG-酷比客 LCLN5ESBGY-2M 超五类纯铜扁平网线 2M 灰色,,办公用品,根,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
243,综合物资,55000192,BG-得力工具 除胶剂 450ml,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
244,综合物资,55000191,BG-得力 3691 鼠标垫 270*220mm 黑色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
245,综合物资,55000190,BG-国产 中国地图挂图 1.6米*1.2米 混色,,办公用品,张,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
246,综合物资,55000189,BG-松下 CR2032 /5BC 3V纽扣电池 5粒/盒,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
247,综合物资,55000188,BG-史泰博 按扣公文袋 A4 透明色 10个/包 透明色,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
248,综合物资,55000181,妙洁 一次性纸杯 100个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
249,综合物资,55000180,史泰博 几何图案冷热两用一次性纸杯子 100个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
250,综合物资,55000179,滴露 滋润倍护健康抑菌洗手液 500g,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
251,综合物资,55000178,蓝月亮 瓶装芦荟抑菌洗手液 500g,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
252,综合物资,55000177,史泰博 hb铅芯 0.5mm 12支,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
253,综合物资,55000176,得力 订书机 尾部附起钉器,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
254,综合物资,55000175,史泰博 迷你订书机 蓝色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
255,综合物资,55000174,得力 8561 筒装黑色长尾票夹 50MM 黑色 12只,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
256,综合物资,55000173,史泰博  筒装长尾夹 51mm 黑色 12个,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
257,综合物资,55000172,得力 透明抽杆文件夹 A4 10个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
258,综合物资,55000171,史泰博 混色加宽抽杆夹 10个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
259,综合物资,55000170,得力 活动铅笔 0.5mm,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
260,综合物资,55000169,史泰博 自动铅笔 0.5mm 蓝色,,办公用品,只,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
261,综合物资,55000168,得力 起钉器,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
262,综合物资,55000167,史泰博 起钉器 黑,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
263,综合物资,55000166,得力 系列档案盒 A4 75mm 蓝色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
264,综合物资,55000165,史泰博 档案盒 A4 75mm 蓝色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
265,综合物资,55000164,得力 系列档案盒 A4 55mm 蓝色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
266,综合物资,55000163,史泰博 档案盒 A4 55mm 蓝色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
267,综合物资,55000162,鸣固 美纹纸胶带 5cm*15m 10卷,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
268,综合物资,55000161,荃玟 条纹美纹纸 5cm*20m 6卷,,办公用品,套,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
269,综合物资,55000160,得力 抽杆夹 A4  单色随机  5个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
270,综合物资,55000159,史泰博 五色抽杆夹 A4 混色 5个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
271,综合物资,55000158,金隆兴 印章盒财务印章箱公章收纳盒中号,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
272,综合物资,55000157,金隆兴 带锁铝合金财务印章箱  银色,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
273,综合物资,55000156,绿联 Type-C扩展坞 转HDMI/VGA转换器拓展坞 9合1,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
274,综合物资,55000155,绿联 Type-C扩展坞 USB-C转双HDM 9合1,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
275,综合物资,55000154,品胜 数据线三合一 1.5m,,办公用品,根,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
276,综合物资,55000153,品胜 三合一数据线 66w/40W 白色,,办公用品,根,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
277,综合物资,55000152,得力 荧光膜指示标签 44*12mm 混色 100张,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
278,综合物资,55000151,得力 荧光指示标签 5色 44*12mm,,办公用品,袋,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
279,综合物资,55000150,史泰博 圆形中号金属网状垃圾桶 25*27.5cm,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
280,综合物资,55000149,史泰博 圆形大号金属网状垃圾桶,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
281,综合物资,55000148,白猫 柠檬红茶洗洁精 500g,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
282,综合物资,55000147,新金桔洗洁精 1.29KG,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
283,综合物资,55000146,敏胤 加厚型垃圾袋 70*90cm 20个,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
284,综合物资,55000145,瑾康秀安 垃圾袋 45*55cm 30只,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
285,综合物资,55000144,仪博 垃圾袋 45*55cm 30只,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
286,综合物资,55000143,海亚森 喷壶 500ml 200个/箱 （整箱起订）,,办公用品,个,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
287,综合物资,55000142,妙洁 妙洁海绵百洁布 3片,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
288,综合物资,55000141,海绵百洁布 8片,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
289,综合物资,55000140,扇牌洗衣皂 150g,,办公用品,块,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
290,综合物资,55000139,汰渍 洗衣粉(柠檬清新型)508g,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
291,综合物资,55000138,雕牌 洗衣粉 560g,,办公用品,包,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
292,综合物资,55000137,妙洁 橡胶手套 大号 绿色,,办公用品,双,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
293,综合物资,55000136,84消毒液 468ML,,办公用品,瓶,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
294,综合物资,55000135,得力 白板笔 红色 10支,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
295,综合物资,55000134,得力 白板笔 蓝色 10支,,办公用品,盒,,LVC低值易耗品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
