序号,物料大类,条码/物料编码,物料名称/描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,供应链可用状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产,税率(%),物料来源,ABC分类,创建时间
447,综合物资,50012675,RB-冬季冲锋衣内胆/车间人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
448,综合物资,50012674,RB-冬季冲锋衣/车间人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
449,综合物资,50012673,RB-夏季长裤/车间人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
450,综合物资,50012672,RB-夏季短袖T恤/车间人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
451,综合物资,50012671,RB-春秋长裤/车间人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
452,综合物资,50012670,RB-春秋长袖上衣/车间人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
453,综合物资,50012669,RB-冬季长裤/设备人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
454,综合物资,50012668,RB-冬季冲锋衣内胆/设备人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
455,综合物资,50012667,RB-冬季冲锋衣/设备人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
456,综合物资,50012666,RB-夏季长裤/设备人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
457,综合物资,50012665,RB-夏季短袖T恤/设备人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
458,综合物资,50012664,RB-春秋长裤/设备人员/2025,,渠道促销品宣传常规,条,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
459,综合物资,50012663,RB-春秋长袖上衣/设备人员/2025,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
460,综合物资,50012535,经销商会议木质奖牌/2025,,渠道促销品宣传常规,块,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
461,综合物资,50012246,户外软壳衣/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
462,综合物资,50011199,员工防晒服/2024-1,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
463,综合物资,50011186,员工T恤/2024-1,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
464,综合物资,50011073,员工防晒服/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
465,综合物资,50011072,员工T恤/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
466,综合物资,50010831,RB-西裤（女款）/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
467,综合物资,50010830,RB-短袖衬衫（女款）/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
468,综合物资,50010829,RB-长袖衬衫（女款）/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
469,综合物资,50010750,RB-冬季棉大衣长款/叉车司机/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
470,综合物资,50010731,RB-西裤（男款）/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
471,综合物资,50010730,RB-短袖衬衫（男款）/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
472,综合物资,50010729,RB-长袖衬衫（男款）/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
473,综合物资,50010728,RB-冬季长裤/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
474,综合物资,50010727,RB-冬季冲锋衣内胆/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
475,综合物资,50010726,RB-冬季冲锋衣/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
476,综合物资,50010725,RB-夏季长裤/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
477,综合物资,50010724,RB-夏季短袖T恤/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
478,综合物资,50010723,RB-春秋长裤/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
479,综合物资,50010722,RB-春秋长袖上衣/办公室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
480,综合物资,50010721,RB-棉马甲/全员通用/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
481,综合物资,50010720,RB-反光背心/全员通用/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
482,综合物资,50010719,RB-白大褂长袖/实验室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
483,综合物资,50010718,RB-白大褂短袖/实验室人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
484,综合物资,50010717,RB-连体净化服/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
485,综合物资,50010716,RB-分体净化服/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
486,综合物资,50010715,RB-冬季棉大衣短款/叉车司机/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
487,综合物资,50010714,RB-夏季短袖/食堂人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
488,综合物资,50010713,RB-春秋长袖/食堂人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
489,综合物资,50010712,RB-冬季长裤/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
490,综合物资,50010711,RB-冬季冲锋衣内胆/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
491,综合物资,50010710,RB-冬季冲锋衣/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
492,综合物资,50010709,RB-夏季长裤/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
493,综合物资,50010708,RB-夏季短袖T恤/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
494,综合物资,50010707,RB-春秋长裤/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
495,综合物资,50010706,RB-春秋长袖上衣/车间人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
496,综合物资,50010705,RB-冬季长裤/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
497,综合物资,50010704,RB-冬季冲锋衣内胆/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
498,综合物资,50010703,RB-冬季冲锋衣/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
499,综合物资,50010702,RB-夏季长裤/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
500,综合物资,50010701,RB-夏季短袖T恤/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
501,综合物资,50010700,RB-春秋长裤/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
502,综合物资,50010699,RB-春秋长袖上衣/设备人员/2024,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
503,综合物资,50009616,员工T恤/2023,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
504,综合物资,50009174,秋冬促销服/2023,,渠道促销品宣传常规,件,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
505,综合物资,50008028,台历/2022,,渠道促销品宣传常规,个,,RCX红牛促销品,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-28 16:06:55
506,综合物资,8000011856,办公电子耗材/行政部,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,3,自制,,2025-09-25 22:08:17
507,综合物资,8000011855,日常劳保药品/行政部,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,,自制,,2025-09-25 22:08:17
508,综合物资,8000011854,辅助耗材/安全管理部,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:08:17
509,综合物资,8000011853,辅助耗材/食堂,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:08:17
510,综合物资,8000011852,辅助耗材/行政部 ,,劳保用品,PC,,,,,0,已启用,启用,0.000,,,否,否,13,自制,,2025-09-25 22:08:16
511,综合物资,8000011851,辅助耗材/三期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:06:18
512,综合物资,8000011850,辅助耗材/二期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:06:18
513,综合物资,8000011849,辅助耗材/一期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:06:18
514,综合物资,8000011848,辅助耗材/三期储运仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:06:17
515,综合物资,8000011847,辅助耗材/二期储运仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 22:06:17
516,综合物资,8000011846,辅助耗材/一期储运仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
517,综合物资,8000011845,辅助耗材/锅炉车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
518,综合物资,8000011844,辅助耗材/污水车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
519,综合物资,8000011843,辅助耗材/制水车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
520,综合物资,8000011842,辅助耗材/三车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
521,综合物资,8000011841,辅助耗材/二车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
522,综合物资,8000011840,辅助耗材/一车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
523,综合物资,8000011839,清洁用品/食堂,,劳保用品,PC,,,,,0,已启用,启用,0.000,,,否,否,13,自制,,2025-09-25 13:31:20
524,综合物资,8000011838,清洁用品/行政部 ,,劳保用品,PC,,,,,0,已启用,启用,0.000,,,否,否,13,自制,,2025-09-25 13:31:20
525,综合物资,8000011837,清洁用品/三期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
526,综合物资,8000011836,清洁用品/二期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
527,综合物资,8000011835,清洁用品/一期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
528,综合物资,8000011834,清洁用品/三期仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
529,综合物资,8000011833,清洁用品/二期仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
530,综合物资,8000011832,清洁用品/一期仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
531,综合物资,8000011831,清洁用品/三车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
532,综合物资,8000011830,清洁用品/二车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
533,综合物资,8000011829,清洁用品/一车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
534,综合物资,8000011828,劳保用品/安全管理部,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
535,综合物资,8000011827,劳保用品/食堂,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 13:31:20
536,综合物资,8000011825,劳保用品/三期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
537,综合物资,8000011824,劳保用品/二期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
538,综合物资,8000011823,劳保用品/一期化验室,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
539,综合物资,8000011822,劳保用品/三期仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
540,综合物资,8000011821,劳保用品/二期仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
541,综合物资,8000011820,劳保用品/一期仓库,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
542,综合物资,8000011819,劳保用品/三车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
543,综合物资,8000011818,劳保用品/二车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
544,综合物资,8000011817,劳保用品/一车间,,劳保用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
545,综合物资,8000011816,办公用品/安全管理部 ,,办公用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
546,综合物资,8000011815,办公用品/财务部,,办公用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
547,综合物资,8000011814,办公用品/行政部,,办公用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:22
548,综合物资,8000011813,办公用品/品管部,,办公用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:21
549,综合物资,8000011812,办公用品/储运采购部,,办公用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:21
550,综合物资,8000011811,办公用品/生产部,,办公用品,PC,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-25 11:48:21
551,综合物资,30001203,TTO树脂基碳色带/RMK472 55*450m 外碳,,辅料,卷,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
552,综合物资,30001201,TTO树脂基碳色带/RMK472 55*600m 外碳,,辅料,卷,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
553,综合物资,30001149,8900/稀释液/LINX 1512/1L,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
554,综合物资,30001148,8900方瓶墨水/LINX 1240/0.5L/8900方瓶,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
555,综合物资,30001076,凝胶强酸阳离子交换树脂/001X7,,辅料,升,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
556,综合物资,30001068,磷酸三钠/25KG,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
557,综合物资,30001067,聚丙烯酰胺絮凝剂/阳离子PAM,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
558,综合物资,30000719,复合委铵盐消毒液/60-951 25KG/桶,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
559,综合物资,30000718,过氧乙酸消毒液/F403,,辅料,KG,,,,,3,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
560,综合物资,30000717,高泡碱性清洁剂/F101,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
561,综合物资,30000613,"复合菌种/标准型（BIO-01),有效活菌数≥2亿cfu/g",,辅料,KG,,,,,0,已启用,启用,0.000,,,否,否,13,自制,,2025-09-10 16:36:29
562,综合物资,30000597,亚硫酸氢钠（食品级）,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
563,综合物资,30000387,棉被/保温/1m×2m×2kg,,辅料,条,,,,,0,已启用,启用,0.000,,,否,否,13,自制,,2025-09-10 16:36:29
564,综合物资,30000347,轻柴油/0#,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
565,综合物资,30000266,生物控制剂/F405 25KG/桶,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
566,综合物资,30000249,二氧化氯/10%,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
567,综合物资,30000207,液态氮,,辅料,KG,,,,,2,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
568,综合物资,30000198,溶剂/SP16-8205Q,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
569,综合物资,30000197,插拔墨盒/JS12（M) 1.6US 8.6V,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
570,综合物资,30000168,氢氧化钠/30%/液碱,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
571,综合物资,30000128,液态氮,,辅料,升,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
572,综合物资,30000099,硫酸银,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
573,综合物资,30000098,椰壳活性炭,,辅料,立方米,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
574,综合物资,30000089,重铬酸钾,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
575,综合物资,30000085,合成齿轮油/ANDEROL/6100,,辅料,桶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
576,综合物资,30000080,机油/18L,,辅料,桶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
577,综合物资,30000061,十二烷基苯磺酸钠/分析纯,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
578,综合物资,30000060,乙二胺四乙酸四钠/分析纯,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
579,综合物资,30000059,NaOH片碱/分析纯,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
580,综合物资,30000058,盐酸/36%/分析纯,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
581,综合物资,30000054,氯化钾/AR500g,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
582,综合物资,30000049,黄袍清洗剂/25KG/桶,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
583,综合物资,30000048,液压油/美孚/FM32,,辅料,升,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
584,综合物资,30000047,合成齿轮油/美孚/SH629,,辅料,升,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
585,综合物资,30000046,滑脂/克虏伯/GTE-703,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
586,综合物资,30000045,除油清洗剂/L12 25KG/桶,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
587,综合物资,30000044,6800/清洗液/LINX 0030/1L,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
588,综合物资,30000043,6800/稀释液/LINX 1512/0.5L,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
589,综合物资,30000042,6800/墨水/LINX 1240/0.5L,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
590,综合物资,30000041,阻垢剂,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
591,综合物资,30000040,次氯酸钠消毒液/F401 25kg/桶,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
592,综合物资,30000039,聚丙烯酰铵/粉末状/阴离子,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
593,综合物资,30000038,还原剂/WD7012/25 公斤/桶,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
594,综合物资,30000037,碱/化学纯/NaOH/99%,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
595,综合物资,30000020,合成齿轮油/美孚/SHC630,,辅料,升,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
596,综合物资,30000005,二氧化氯/2%,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
597,综合物资,30000002,片碱/96%,,辅料,KG,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:36:29
598,综合物资,30000100,硫酸汞,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
599,综合物资,30000088,防锈底漆,,辅料,桶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
600,综合物资,30000087,白色磁漆,,辅料,桶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
601,综合物资,30000084,液压油/壳牌/46#,,辅料,桶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
602,综合物资,30000083,浓缩防冻液,,辅料,桶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
603,综合物资,30000082,长城刹车油,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
604,综合物资,30000081,电瓶液,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
605,综合物资,30000057,苯酚红,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
606,综合物资,30000056,无水硫酸铜/AR500g,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
607,综合物资,30000055,氯化钠/AR500g,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
608,综合物资,30000053,凡士林/AR500g,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
609,综合物资,30000051,浓硫酸/98.8%,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
610,综合物资,30000050,浓硫酸/95%,,辅料,瓶,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
611,综合物资,30000026,棉被/保温/1.5m×2.3m×2.5kg,,辅料,TIA,,,,,0,已启用,启用,,,,否,否,13,自制,,2025-09-10 16:23:38
