序号,物料大类,条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
226,,11000180,战马/180ML/24/罐装/含气/白桃味,,成品,,,,,,0,已启用,1.000,,,否,否
227,,11000179,战马/180ML/24/罐装/含气/无糖,,成品,,,,,,0,已启用,1.000,,,否,否
228,,11000164,战马/180ML/6/罐装/玉米低聚肽,,成品,,,,,,0,已启用,0.250,,,否,否
229,,11000163,战马/180ML/6/罐装/大豆肽,,成品,,,,,,0,已启用,0.250,,,否,否
230,,11000162,战马/180ML/6/罐装/浓郁型,,成品,,,,,,0,已启用,0.250,,,否,否
231,,11000161,战马/180ML/6/罐装/柠檬味,,成品,,,,,,0,已启用,0.250,,,否,否
232,,11000160,战马/180ML/6/罐装/西柚味,,成品,,,,,,0,已启用,0.250,,,否,否
233,,11000159,战马/180ML/6/罐装/白桃味,,成品,,,,,,0,已启用,0.250,,,否,否
234,,11000221,战马/310ML/24/罐装/广东云南促销-篮球,,成品,,,,,,0,已启用,1.000,,,否,否
235,,11000214,战马/310ML/24/罐装/2023/穿越火线联名版,,成品,,,,,,0,已启用,1.000,,,否,否
236,,11000208,战马/310ML/24/罐装/常规-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
237,,11000207,战马/310ML/24/罐装/广深东扫码-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
238,,11000206,战马/310ML/24/罐装/1元乐享2023-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
239,,11000205,战马/310ML/24/罐装/常规-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
240,,11000204,战马/310ML/24/罐装/广深东扫码-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
241,,11000203,战马/310ML/24/罐装/1元乐享2023-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
242,,11000202,战马/310ML/24/罐装/常规-篮球,,成品,,,,,,0,已启用,1.000,,,否,否
243,,11000201,战马/310ML/24/罐装/广深东扫码-篮球,,成品,,,,,,0,已启用,1.000,,,否,否
244,,11000200,战马/310ML/24/罐装/1元乐享2023-篮球,,成品,,,,,,0,已启用,1.000,,,否,否
245,,11000178,战马/310ML/24/罐装/2022/常规-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
246,,11000177,战马/310ML/24/罐装/2022/1元即享-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
247,,11000176,战马/310ML/24/罐装/2022/1元即享-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
248,,11000174,战马/310ML/24/罐装/2022/常规-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
249,,11000173,战马/310ML/24/罐装/2022/常规-篮球,,成品,,,,,,0,已启用,1.000,,,否,否
250,,11000172,战马/310ML/24/罐装/2022/1元即享-街舞,,成品,,,,,,0,已启用,1.000,,,否,否
251,,11000171,战马/310ML/24/罐装/2022/1元即享-篮球,,成品,,,,,,0,已启用,1.000,,,否,否
252,,11000156,战马/310ML/24/罐装/2021/和平精英/扫码红包,,成品,,,,,,0,已启用,1.000,,,否,否
253,,11000155,战马/310ML/24/罐装/2021/和平精英/礼上有礼,,成品,,,,,,0,已启用,1.000,,,否,否
254,,11000153,战马/310ML/24/罐装/2021/扫码红包,,成品,,,,,,0,已启用,1.000,,,否,否
255,,11000152,战马/310ML/24/罐装/2021/礼上有礼,,成品,,,,,,0,已启用,1.000,,,否,否
256,,11000011,战马/310ML/24/罐装,,成品,,,,,,0,已启用,1.000,,,否,否
257,,11000080,战马/310ML/24/罐装/赠饮,,成品,,,,,,0,已启用,1.000,,,否,否
258,,11000140,战马/310ML/24/罐装/2020/箱内码,,成品,,,,,,0,已启用,1.000,,,否,否
259,,11000096,战马/310ML/24/罐装/2020/1元畅享,,成品,,,,,,0,已启用,1.000,,,否,否
260,,11000086,战马/310ML/24/罐装/2019/壹元乐享二阶段,,成品,,,,,,0,已启用,1.000,,,否,否
261,,11000131,战马/310ML/24/罐装/2020/扫码红包,,成品,,,,,,0,已启用,1.000,,,否,否
262,,11000130,战马/310ML/24/罐装/2020/1元轻松享,,成品,,,,,,0,已启用,1.000,,,否,否
263,,11000063,战马/310ML/24/罐装/2019壹元乐享,,成品,,,,,,0,已启用,1.000,,,否,否
264,,11000012,战马/310ML/24/罐装/2018壹元乐享,,成品,,,,,,0,已启用,1.000,,,否,否
265,,11000143,战马/310ML/24/罐装/出口美国,,成品,,,,,,0,已启用,1.000,,,否,否
266,,11000092,战马/310ML/24/罐装/出口韩国,,成品,,,,,,0,已启用,1.000,,,否,否
267,,11000218,战马/500ML/24/含气,,成品,,,,,,0,已启用,1.000,,,否,否
268,,11000217,战马/500ML/24/原味,,成品,,,,,,0,已启用,1.000,,,否,否
269,,11000213,战马/400ML/15/不含气/常规-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
270,,11000212,战马/400ML/15/不含气/常规-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
271,,11000211,战马/400ML/15/不含气/2023/1元乐享-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
272,,11000210,战马/400ML/15/不含气/2023/1元乐享-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
273,,11000184,战马/400ML/15/不含气/2022/1元即享-LPL女版,,成品,,,,,,0,已启用,1.000,,,否,否
274,,11000183,战马/400ML/15/不含气/2022/1元即享-LPL男版,,成品,,,,,,0,已启用,1.000,,,否,否
275,,11000094,战马/400ML/15/不含气/出口韩国,,成品,,,,,,0,已启用,1.000,,,否,否
276,,11000151,战马/400ML/15/不含气/2021/扫码红包,,成品,,,,,,0,已启用,1.000,,,否,否
277,,11000150,战马/400ML/15/不含气/2021/礼上有礼,,成品,,,,,,0,已启用,1.000,,,否,否
278,,11000100,战马/400ML/15/不含气/2020/1元畅享,,成品,,,,,,0,已启用,1.000,,,否,否
279,,11000083,战马/400ML/15/不含气/2019壹元乐享,,成品,,,,,,0,已启用,1.000,,,否,否
280,,11000014,战马/400ML/15/不含气/2018壹元乐享,,成品,,,,,,0,已启用,1.000,,,否,否
281,,11000084,战马/400ML/15/含气/2019壹元乐享,,成品,,,,,,0,已启用,1.000,,,否,否
282,,11000015,战马/400ML/15/含气/2018壹元乐享,,成品,,,,,,0,已启用,1.000,,,否,否
283,,11000046,战马/400ML/15/不含气/赠饮,,成品,,,,,,0,已启用,1.000,,,否,否
284,,11000047,战马/400ML/15/含气/赠饮,,成品,,,,,,0,已启用,1.000,,,否,否
285,,11000088,战马/400ML/15/不含气/2019要疯产品,,成品,,,,,,0,已启用,1.000,,,否,否
286,,11000040,战马/400ML/15/含气/战马要疯,,成品,,,,,,0,已启用,1.000,,,否,否
287,,11000112,战马/400ML/15/含气/2020/1元轻松享,,成品,,,,,,0,已启用,1.000,,,否,否
288,,11000114,战马/400ML/15/含气/2020/扫码红包,,成品,,,,,,0,已启用,1.000,,,否,否
289,,11000113,战马/400ML/15/不含气/2020/1元轻松享,,成品,,,,,,0,已启用,1.000,,,否,否
290,,11000115,战马/400ML/15/不含气/2020/扫码红包,,成品,,,,,,0,已启用,1.000,,,否,否
291,,11000002,战马/400ML/15/含气,,成品,,,,,,0,已启用,1.000,,,否,否
292,,11000001,战马/400ML/15/不含气,,成品,,,,,,0,已启用,1.000,,,否,否
293,,,红牛胶带,,成品,,,,,,0,已启用,0.000,,,否,否
294,,10001044,红牛维生素功能饮料/普通型/250ML/24/29周年/广东箱内码一期/2024,,成品,,,,,,0,已启用,1.000,,,否,否
295,,10001043,红牛维生素功能饮料/普通型/250ML/24/29周年/两元纸箱/台州专供一期,,成品,,,,,,0,已启用,1.000,,,否,否
296,,10001035,红牛维生素功能饮料/牛磺酸强化型/250ml/24/29周年纪念装,,成品,,,,,,0,已启用,1.000,,,否,否
297,,10001034,红牛维生素功能饮料/普通型/250ML/六罐装/29周年,,成品,,,,,,0,已启用,0.250,,,否,否
298,,10001033,红牛维生素功能饮料/普通型/250ML/24/29周年纪念装,,成品,,,,,,0,已启用,1.000,,,否,否
299,,10001029,红牛/250ML/24/28周年纪念装/广东促销二期/2023,,成品,,,,,,0,已启用,1.000,,,否,否
300,,10001028,红牛/250ML/24/28周年纪念装/两元促销/台州专供三期,,成品,,,,,,0,已启用,1.000,,,否,否
301,,10001025,红牛/普通型/250ML/24/2023普通装箱内码二期,,成品,,,,,,0,已启用,1.000,,,否,否
302,,10001024,红牛/250ML/24/28周年纪念装/两元促销/台州专供二期,,成品,,,,,,0,已启用,1.000,,,否,否
303,,10001017,红牛/250ML/24/28周年普通型-含箱内码/2023,,成品,,,,,,0,已启用,1.000,,,否,否
304,,10001020,红牛/普通型/250ML/24/广东促销/2023,,成品,,,,,,0,已启用,1.000,,,否,否
305,,10001016,红牛/普通型/250ML/24/扫码促销-含箱内码/2023,,成品,,,,,,0,已启用,1.000,,,否,否
306,,10001015,红牛/250ML/扫码促销/六罐装/2023,,成品,,,,,,0,已启用,0.250,,,否,否
307,,10001019,红牛/普通型/250ML/24/1元换购-藏区/2023,,成品,,,,,,0,已启用,1.000,,,否,否
308,,10001018,红牛/普通型/250ML/24/1元换购/2023,,成品,,,,,,0,已启用,1.000,,,否,否
309,,10001014,红牛/普通型/250ML/24/扫码促销/2023,,成品,,,,,,0,已启用,1.000,,,否,否
310,,10001013,红牛/250ML/24/扫码促销/两元促销/台州专供,,成品,,,,,,0,已启用,1.000,,,否,否
311,,10001003,红牛/强化型/250ml/蓝色/24/28周年,,成品,,,,,,0,已启用,1.000,,,否,否
312,,10001001,红牛/普通型/250ML/六罐装/28周年,,成品,,,,,,0,已启用,0.250,,,否,否
313,,10001000,红牛/250ML/24/28周年纪念装,,成品,,,,,,0,已启用,1.000,,,否,否
314,,10000998,红牛/250ML/24/28周年纪念装/两元促销/台州专供,,成品,,,,,,0,已启用,1.000,,,否,否
315,,10000997,红牛/250ML/24/27周年版/两元促销/台州专供,,成品,,,,,,0,已启用,1.000,,,否,否
316,,10001031,红牛维生素功能饮料/普通型/250ML/12/2024开门红加大礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
317,,10001030,红牛维生素功能饮料/普通型/250ML/12/2024开门红礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
318,,10000994,红牛/250ML/12/2023开门红加大礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
319,,10000993,红牛/250ML/12/2023开门红礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
320,,10000978,红牛/普通型/250ML/24/2022普通装箱内码2期,,成品,,,,,,0,已启用,1.000,,,否,否
321,,10000962,红牛/普通型/250ML/24/1元乐享/2022,,成品,,,,,,0,已启用,1.000,,,否,否
322,,10000961,红牛/普通型/250ML/24/广东促销/2022,,成品,,,,,,0,已启用,1.000,,,否,否
323,,10000960,红牛/250ML/扫码促销/六罐装/缩膜装/2022,,成品,,,,,,0,已启用,0.250,,,否,否
324,,10000959,红牛/普通型/250ML/24/2022普通装箱内码,,成品,,,,,,0,已启用,1.000,,,否,否
325,,10000957,红牛/普通型/250ML/24/扫码促销-含箱内码/2022,,成品,,,,,,0,已启用,1.000,,,否,否
326,,10000955,红牛/普通型/250ML/24/扫码促销/2022,,成品,,,,,,0,已启用,1.000,,,否,否
327,,10000945,红牛/强化型/250ml/蓝色/24/27周年,,成品,,,,,,0,已启用,1.000,,,否,否
328,,10000944,红牛/普通型/250ML/六罐装/27周年,,成品,,,,,,0,已启用,0.250,,,否,否
329,,10000943,红牛/250ML/24/27周年纪念装,,成品,,,,,,0,已启用,1.000,,,否,否
330,,10000938,红牛/250ML/12/2022开门红加大礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
331,,10000937,红牛/250ML/12/2022开门红礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
332,,10000932,红牛/普通型/250ML/24/普通箱内码促销/2021,,成品,,,,,,0,已启用,1.000,,,否,否
333,,10000931,红牛/普通型/250ML/24/箱内码/电子标签/2021,,成品,,,,,,0,已启用,1.000,,,否,否
334,,10000928,红牛/250ML/12/2021双节礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
335,,10000914,红牛/250ML/2021/扫码促销/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
336,,10000919,红牛/普通型/250ML/24/1元享红牛/2021,,成品,,,,,,0,已启用,1.000,,,否,否
337,,10000917,红牛/普通型/250ML/24/广东促销/2021,,成品,,,,,,0,已启用,1.000,,,否,否
338,,10000916,红牛/普通型/250ML/24/广东促销-非电子标签/2021,,成品,,,,,,0,已启用,1.000,,,否,否
339,,10000915,红牛/普通型/250ML/24/扫码促销-箱内码/2021,,成品,,,,,,0,已启用,1.000,,,否,否
340,,10000913,红牛/普通型/250ML/24/扫码促销/2021,,成品,,,,,,0,已启用,1.000,,,否,否
341,,10000845,红牛/250ML/2020/1元轻松享/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
342,,10000843,红牛/250ML/2020/扫码促销/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
343,,10000788,红牛/普通型/250ML/2019壹元再享/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
344,,10000784,红牛/普通型/250ML/2019扫码促销/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
345,,10000750,红牛/普通型/250ML/2018壹元乐享/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
346,,10000746,红牛/普通型/250ML/2018扫码促销/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
347,,10000901,红牛/普通型/250ML/六罐装/26周年,,成品,,,,,,0,已启用,0.250,,,否,否
348,,10000820,红牛/普通型/250ML/六罐装/25周年,,成品,,,,,,0,已启用,0.250,,,否,否
349,,10000387,红牛/普通型/250ML/六罐装/缩膜装,,成品,,,,,,0,已启用,0.250,,,否,否
350,,10000044,红牛维生素功能饮料/牛磺酸强化型/250ml/四罐装,,成品,,,,,,0,已启用,0.167,,,否,否
351,,10000001,红牛/强化型/250ml/蓝色/24,,成品,,,,,,0,已启用,1.000,,,否,否
352,,10000177,红牛/强化型/250ml/蓝色/24/充氮,,成品,,,,,,0,已启用,1.000,,,否,否
353,,10000902,红牛/强化型/250ml/蓝色/24/26周年,,成品,,,,,,0,已启用,1.000,,,否,否
354,,10000822,红牛/强化型/250ml/蓝色/24/25周年,,成品,,,,,,0,已启用,1.000,,,否,否
355,,10000844,红牛/普通型/250ML/24/1元轻松享/2020,,成品,,,,,,0,已启用,1.000,,,否,否
356,,10000787,红牛/普通型/250ML/24/壹元再享/2019,,成品,,,,,,0,已启用,1.000,,,否,否
357,,10000748,红牛/普通型/250ML/24/壹元乐享/2018,,成品,,,,,,0,已启用,1.000,,,否,否
358,,10000832,红牛/普通型/250ML/24/华新扫码-3元箱码/2020,,成品,,,,,,0,已启用,1.000,,,否,否
359,,10000831,红牛/普通型/250ML/24/扫码促销-3元箱码/2020,,成品,,,,,,0,已启用,1.000,,,否,否
360,,10000830,红牛/普通型/250ML/24/扫码促销-2元箱码/2020,,成品,,,,,,0,已启用,1.000,,,否,否
361,,10000794,红牛/普通型/250ML/24/扫码促销-3元纸箱/2019,,成品,,,,,,0,已启用,1.000,,,否,否
362,,10000829,红牛/普通型/250ML/24/扫码促销/2020,,成品,,,,,,0,已启用,1.000,,,否,否
363,,10000783,红牛/普通型/250ML/24/扫码促销/2019,,成品,,,,,,0,已启用,1.000,,,否,否
364,,10000795,红牛/普通型/250ML/24/华新/扫码促销-3元纸箱/2019,,成品,,,,,,0,已启用,1.000,,,否,否
365,,10000785,红牛/普通型/250ML/24/华新/扫码促销/2019,,成品,,,,,,0,已启用,1.000,,,否,否
366,,10000745,红牛/普通型/250ML/24/2018扫码促销/华新专供,,成品,,,,,,0,已启用,1.000,,,否,否
367,,10000744,红牛/普通型/250ML/24/扫码促销/2018,,成品,,,,,,0,已启用,1.000,,,否,否
368,,10000819,红牛/普通型/250ML/24/华新/25周年,,成品,,,,,,0,已启用,1.000,,,否,否
369,,10000163,红牛/普通型/250ml/24/华新/充氮,,成品,,,,,,0,已启用,1.000,,,否,否
370,,10000876,红牛/普通型/250ML/24/华南1元轻松享/2020,,成品,,,,,,0,已启用,1.000,,,否,否
371,,10000875,红牛/普通型/250ML/24/华南促销/2021,,成品,,,,,,0,已启用,1.000,,,否,否
372,,10000869,1,,成品,,,,,,0,已启用,1.000,,,否,否
373,,10000766,红牛/普通型/250ML/24/华新2元回收/2018,,成品,,,,,,0,已启用,1.000,,,否,否
374,,10000765,红牛/普通型/250ML/24/南区2元回收/2018,,成品,,,,,,0,已启用,1.000,,,否,否
375,,10000896,红牛/250ML/12/2021开门红专项礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
376,,10000895,红牛/250ML/12/2021开门红礼盒,,成品,,,,,,0,已启用,0.500,,,否,否
377,,10000864,红牛/250ML/24/专供型,,成品,,,,,,0,已启用,1.000,,,否,否
378,,10000900,红牛/250ML/24/26周年纪念装,,成品,,,,,,0,已启用,1.000,,,否,否
379,,10000818,红牛/250ML/24/25周年纪念装,,成品,,,,,,0,已启用,1.000,,,否,否
380,,10000002,红牛/普通型/250ml/24/非卖品,,成品,,,,,,0,已启用,1.000,,,否,否
381,,10000813,红牛/普通型/250ml/24,,成品,,,,,,0,已启用,1.000,,,否,否
382,,10001199,红牛维生素功能饮料/普通型/250ML/24/普通箱内码/2026,,成品,,,,,,0,已启用,1.000,,,否,否
383,成品,10001188,红牛维生素功能饮料/普通型/250ML/24/31周年纪念装,150箱/托,成品普通型,罐,,成品,540,90,0,已启用,1.000,,,否,否
384,成品,10001146,红牛维生素功能饮料/普通型/250ML/24/1元乐享-云南贵州/2025,150箱/托,成品普通型,罐,,成品,540,90,0,已启用,0.007,,1.00,否,否
385,成品,10001114,红牛维生素功能饮料/普通型/250ML/24/30周年纪念装,150箱/托,成品普通型,罐,,成品,540,90,0,已启用,1.000,,1.00,否,否
386,成品,10000134,红牛维生素功能饮料/普通型/250ml/24,150箱/托,成品普通型,罐,,成品,540,90,0,已启用,1.000,,1.00,否,否
