物料大类,条码/物料编码,图片,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
其他,7000000272,,一车间打码机组二线吹干机系统电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000271,,一车间打码机组二线吹干机系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000270,,一车间打码机组二线冷却机系统罐输送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000269,,一车间打码机组二线冷却机系统冷却水循环系统循环水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000268,,一车间打码机组二线冷却机系统冷却水循环系统冷却塔,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000267,,一车间打码机组二线冷却机系统冷却水循环系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000266,,一车间打码机组二线冷却机系统喷淋系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000265,,一车间打码机组二线冷却机系统电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000264,,一车间打码机组二线冷却机系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000263,,一车间打码机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000262,,一车间灌装机组二线液位检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000261,,一车间灌装机组二线液位检测系统x射线源,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000260,,一车间灌装机组二线液位检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000259,,一车间灌装机组二线注氮系统注氮机注氮控制,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000258,,一车间灌装机组二线注氮系统注氮机储氮罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000257,,一车间灌装机组二线注氮系统注氮机进氮控制真空汇流排,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000256,,一车间灌装机组二线注氮系统注氮机主体,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000255,,一车间灌装机组二线注氮系统电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000254,,一车间灌装机组二线注氮系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000253,,一车间灌装机组二线巴氏杀菌系统红牛回流单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000252,,一车间灌装机组二线巴氏杀菌系统红牛加热单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000251,,一车间灌装机组二线巴氏杀菌系统制热水单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000250,,一车间灌装机组二线巴氏杀菌系统电气主控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000249,,一车间灌装机组二线巴氏杀菌系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000248,,一车间灌装机组二线封口机罐传送单元润滑油泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000247,,一车间灌装机组二线封口机罐传送单元拔杆链条,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000246,,一车间灌装机组二线封口机罐传送单元驱动电机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000245,,一车间灌装机组二线封口机罐传送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000244,,一车间灌装机组二线封口机封盖单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000243,,一车间灌装机组二线封口机下盖单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000242,,一车间灌装机组二线封口机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000241,,一车间灌装机组二线封口机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000240,,一车间灌装机组二线灌装机安全门系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000239,,一车间灌装机组二线灌灌装机驱动传动灌装机主驱动,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000238,,一车间灌装机组二线灌灌装机驱动传动灌装机驱动自动润滑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000237,,一车间灌装机组二线灌灌装机驱动传动,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000236,,一车间灌装机组二线灌装机灌装阀控制系统灌注电磁阀组,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000235,,一车间灌装机组二线灌装机灌装阀控制系统灌注阀组,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000234,,一车间灌装机组二线灌装机灌装阀控制系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000233,,一车间灌装机组二线灌装机中央分配器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000232,,一车间灌装机组二线灌装机环缸外环缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000231,,一车间灌装机组二线灌装机环缸内环缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000230,,一车间灌装机组二线灌装机环缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000229,,一车间灌装机组二线灌装机灌装阀阵灌装阀回流缓冲缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000228,,一车间灌装机组二线灌装机灌装阀阵灌装阀阵进料高位缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000227,,一车间灌装机组二线灌装机灌装阀阵灌电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000226,,一车间灌装机组二线灌装机灌装阀阵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000225,,一车间灌装机组二线灌装机操作电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000224,,一车间灌装机组二线灌装机电气控制电柜旋转滑环电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000223,,一车间灌装机组二线灌装机电气控制电柜主控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000222,,一车间灌装机组二线灌装机电气控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000221,,一车间灌装机组二线灌装机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000220,,一车间灌装机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000219,,一车间卸垛机二线一级循环水循环单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000218,,一车间卸垛机二线洗罐喷头组二级洗罐喷头,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000217,,一车间卸垛机二线洗罐喷头组一级洗罐喷头,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000216,,一车间卸垛机二线洗罐喷头组,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000215,,一车间卸垛机二线洗罐槽,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000214,,一车间卸垛机组二线洗罐器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000213,,一车间卸垛机组二线空罐检测踢除单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000212,,一车间卸垛机组二线空罐检测真空泵单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000211,,一车间卸垛机组二线空罐检测检查2#摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000210,,一车间卸垛机组二线空罐检测检查1#摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000209,,一车间卸垛机组二线空罐检测检查摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000208,,一车间卸垛机组二线空罐检测主控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000207,,一车间卸垛机组二线空罐检测,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000206,,一车间卸垛机组二线卸垛机纸皮隔板仓,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000205,,一车间卸垛机组二线卸垛机空垛盘输送系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000204,,一车间卸垛机组二线卸垛机纸皮隔板旋转抓手,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000203,,一车间卸垛机组二线卸垛机空罐推罐系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000202,,一车间卸垛机组二线卸垛机空罐提升系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000201,,一车间卸垛机组二线卸垛机进口链道输送,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000200,,一车间卸垛机组二线卸垛机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000199,,一车间卸垛机组二线卸垛机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000198,,一车间卸垛机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000197,,一车间输送链道机组一线箱输送链道称重机段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000196,,一车间输送链道机组一线箱输送链道纸箱打码段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000195,,一车间输送链道机组一线箱输送链道电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000194,,一车间输送链道机组一线箱输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000193,,一车间输送链道机组一线瓶输送链道纸包机入口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000192,,一车间输送链道机组一线瓶输送链道膜缩膜包机入口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000191,,一车间输送链道机组一线瓶输送链道打码检测段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000190,,一车间输送链道机组一线瓶输送链道冷罐机出口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000189,,一车间输送链道机组一线瓶输送链道灌装机出口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000188,,一车间输送链道机组一线瓶输送链道电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000187,,一车间输送链道机组一线瓶输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000186,,一车间输送链道机组一线空罐无压力输送链道电机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000185,,一车间输送链道机组一线空罐无压力输送链道操电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000184,,一车间输送链道机组一线空罐无压力输送链道操作屏,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000183,,一车间输送链道机组一线空罐无压力输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000182,,一车间输送链道机组一线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000181,,一车间码垛机组一线码垛机托盘输送单元垛盘输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000180,,一车间码垛机组一线码垛机托盘输送单元垛盘仓,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000179,,一车间码垛机组一线码垛机托盘输送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000178,,一车间码垛机组一线码垛机机器人机身D轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000177,,一车间码垛机组一线码垛机机器人机身C轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000176,,一车间码垛机组一线码垛机机器人机身B轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000175,,一车间码垛机组一线码垛机机器人抓手A轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000174,,一车间码垛机组一线码垛机机器人,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000173,,一车间码垛机组一线码垛机抓取分箱单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000172,,一车间码垛机组一线码垛机进箱输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000171,,一车间码垛机组一线码垛机电气控制柜输送链道控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000170,,一车间码垛机组一线码垛机电气控制柜机器人控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000169,,一车间码垛机组一线码垛机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000168,,一车间码垛机组一线码垛机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000167,,一车间码垛机组一线称重机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000166,,一车间码垛机组一线称重机箱输送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000165,,一车间码垛机组一线称重机电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000164,,一车间码垛机组一线称重机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000163,,一车间码垛机组一线封箱机封胶带单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000162,,一车间码垛机组一线封箱机进箱滚轮输送,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000161,,一车间码垛机组一线封箱机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000160,,一车间码垛机组一线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000159,,一车间包装机组一线包装机包装机投标机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000158,,一车间包装机组一线包装机包装机热熔胶机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000157,,一车间包装机组一线包装机包装系统密封单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000156,,一车间包装机组一线包装机包装系统折叠单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000155,,一车间包装机组一线包装机包装系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000154,,一车间包装机组一线包装机纸皮输送系统分纸皮单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000153,,一车间包装机组一线包装机纸皮输送系统进纸皮单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000152,,一车间包装机组一线包装机纸皮输送系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000151,,一车间包装机组一线包装机分瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000150,,一车间包装机组一线包装机进瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000149,,一车间包装机组一线包装机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000148,,一车间包装机组一线包装机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000147,,一车间包装机组一线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000146,,一车间热缩机组一线热缩机热缩烘炉,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000145,,一车间热缩机组一线热缩机膜系统裹膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000144,,一车间热缩机组一线热缩机膜系统切膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000143,,一车间热缩机组一线热缩机膜系统上膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
