序号,物料大类,条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
107,食材,8000020226,酱油,438毫升/袋*30袋,干货调料类,包,味莼园,,540,,0,已启用,0.000,,168.00,否,否
108,食材,8000020225,清香白莲蓉,500克,干货调料类,包,倍之堂,,360,,0,已启用,,,22.00,否,否
109,食材,8000020224,腐竹,5.6公斤,豆制品,KG,鑫再晴,,270,,2,已启用,,,95.00,否,否
110,食材,8000020223,小豆腐丸子,0.001,豆制品,KG,,,,,2,已启用,,,0.00,否,否
111,食材,8000020222,千页豆腐,2.5公斤,冻货类,包,素蕐,,360,,0,已启用,,,25.00,否,否
112,食材,8000020181,康师傅大桶老坛酸菜牛肉面,158g,干货调料类,桶,康师傅,,180,,0,已启用,,,6.00,否,否
113,食材,8000020144,金针菇,250g,菌菇类,包,,,,,2,已启用,0.000,,2.00,否,否
114,食材,8000020135,红汉菜,0.001,蔬菜类,KG,,,,,2,已启用,,,,否,否
115,食材,8000020134,菠菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
116,食材,8000020133,淡奶油,1L,冻货类,盆,伊利,,270,,0,已启用,,,49.00,否,否
117,食材,8000020132,蛋挞液,500g,冻货类,盒,鑫攀,,360,,0,已启用,,,13.00,否,否
118,食材,8000020131,蛋挞皮,600g*30个,冻货类,袋,鑫攀,,360,,0,已启用,,,20.00,否,否
119,食材,8000020093,冬笋,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
120,食材,8000020054,蕨菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
121,食材,8000020053,寿桃包,1*300克,冻货类,包,鑫攀,,360,,0,已启用,,,8.00,否,否
122,食材,8000020052,豆沙包,1*1.5千克*5袋,冻货类,件,思念,,360,,0,已启用,,,25.00,否,否
123,食材,8000020051,奶黄包,1*1.5千克,冻货类,包,思念,,360,,0,已启用,,,25.00,否,否
124,食材,8000020048,柠檬,0.001,水果类,个,,,,,0,已启用,,,3.00,否,否
125,食材,8000020047,菜豆腐,0.001,豆制品,KG,,,,,2,已启用,,,0.00,否,否
126,食材,8000020038,白醋,420mL,调料,瓶,四眼井,,720,,0,已启用,,,5.00,否,否
127,食材,8000020031,香辣烤肠,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
128,食材,8000020030,农家土猪五花腊肉,500g,冻货类,包,黔味聚好吃,,180,,0,已启用,,,39.00,否,否
129,食材,8000020029,甜豆,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
130,食材,8000020018,毛哥老鸭汤,350g,调料,包,毛哥,,540,,0,已启用,,,7.00,否,否
131,食材,8000020017,黑米,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
132,食材,8000019977,菜豆花,0.001,豆制品,KG,,,,,2,已启用,,,0.00,否,否
133,食材,8000019976,辣菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
134,食材,8000019967,红心蜜宝,0.001,水果类,KG,,,,,2,已启用,,,0.00,否,否
135,食材,8000019966,肥肠,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
136,食材,8000019965,板筋,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
137,食材,8000019964,铁棒山药,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
138,食材,8000019963,腊肉,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
139,食材,8000019962,茶树菇,0.001,菌菇类,KG,,,,,2,已启用,,,0.00,否,否
140,食材,8000019961,肋排,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
141,食材,8000019960,青花椒粉,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
142,食材,8000019956,花蛤,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
143,食材,8000019955,盐田虾,0.001,冻货类,件,,,,,0,已启用,,,0.00,否,否
144,食材,8000019954,江团,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
145,食材,8000019953,鲜花椒,300克,冻货类,包,玉娇香,,365,,0,已启用,,,8.00,否,否
146,食材,8000019952,红菜苔,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
147,食材,8000019951,小汤圆,0.001,冻货类,KG,,,,,2,已启用,,,0.00,否,否
148,食材,8000019912,酸奶草莓味,200mL*20,干货调料类,件,山花,,45,,0,已启用,,,48.00,否,否
149,食材,8000019911,山花酸奶,180g*16,干货调料类,件,山花,,21,,0,已启用,,,48.00,否,否
150,食材,8000019910,酸豇豆,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
151,食材,8000019909,思念玉珍珠黑芝麻汤圆,455g,冻货类,袋,思念,,180,,0,已启用,,,7.00,否,否
152,食材,8000019899,后腿肉,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
153,食材,8000019846,鲍鱼,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
154,食材,8000019844,香蕉,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
155,食材,8000019843,无筋豆,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
156,食材,8000019842,水豆腐,0.001,豆制品,KG,,,,,2,已启用,,,0.00,否,否
157,食材,8000019841,皇冠梨,0.001,水果类,KG,,,,,2,已启用,,,0.00,否,否
158,食材,8000019840,银耳,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
159,食材,8000019839,红薯芡粉,0.001,干货调料类,KG,,,,,2,已启用,0.000,,0.00,否,否
160,食材,8000019838,老姜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
161,食材,8000019795,八宝米,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
162,食材,8000019794,折耳根,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
163,食材,8000019778,猪爪,0.001,鲜肉类,KG,,,,,3,已启用,1.000,,0.00,否,否
164,食材,8000019777,黑糯米,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
165,食材,8000019774,豆腐丝,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
166,食材,8000019773,油面,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
167,食材,8000019772,鲜牛肉,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
168,食材,8000019771,石斑鱼,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
169,食材,8000019766,蒜苔,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
170,食材,8000019765,西芹,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
171,食材,8000019764,黄花鱼,0.001,冻货类,KG,,,,,2,已启用,,,0.00,否,否
172,食材,8000019763,鲍鱼,0.001,水产类,个,,,,,0,已启用,,,0.00,否,否
173,食材,8000019756,明虾,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
174,食材,8000019755,荷兰豆,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
175,食材,8000019754,多宝鱼,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
176,食材,8000019753,豌豆尖,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
177,食材,8000019752,薄荷菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
178,食材,8000019751,三全水饺,1005kg,冻货类,KG,,,,,2,已启用,0.000,,,否,否
179,食材,8000019750,羊后腿,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
180,食材,8000019749,镇江陈醋,470mI,调料,袋,味莼园,,450,,0,已启用,,,70.00,否,否
181,食材,8000019748,猪脚,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
182,食材,8000019744,猪腰,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
183,食材,8000019743,钣筋,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
184,食材,8000019742,娃娃菜,0.001,蔬菜类,包,,,,,0,已启用,,,0.00,否,否
185,食材,8000019741,鲈鱼,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
186,食材,8000019740,砂糖桔,0.001,水果类,KG,,,,,2,已启用,,,0.00,否,否
187,食材,8000019739,酸梅酱,250克,干货调料类,瓶,广味源,,558,,2,已启用,0.000,,8.00,否,否
188,食材,8000019738,圣女果,0.001,水果类,KG,,,,,2,已启用,,,0.00,否,否
189,食材,8000019737,小红米椒,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
190,食材,8000019736,青泡椒,5kg,干货调料类,包,富盛,,360,,0,已启用,,,32.00,否,否
191,食材,8000019715,生菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
192,食材,8000019714,青南瓜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
193,食材,8000019713,大白菜,0.001,蔬菜类,KG,,,,,2,已启用,0.000,,0.00,否,否
194,食材,8000019700,水盐菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
195,食材,8000019699,海天生抽,1.9L*6瓶,调料,瓶,海天,1.9L,540,,0,已启用,,,88.00,否,否
196,食材,8000019698,蹄髈,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
197,食材,8000019697,白条鸭,0.001,禽蛋类,KG,,,,,2,已启用,,,0.00,否,否
198,食材,8000019616,平菇,0.001,菌菇类,KG,,,,,2,已启用,,,0.00,否,否
199,食材,8000019615,酸菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
200,食材,8000019614,莲藕,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
201,食材,8000019613,河粉,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
202,食材,8000019612,安琪醇母粉,0.001,干货调料类,斤,安琪,,360,,0,已启用,,,,否,否
203,食材,8000019611,香芹,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
204,食材,8000019610,付瓜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
205,食材,8000019609,小米红椒,0.001,蔬菜类,KG,,,,,2,已启用,0.000,,0.00,否,否
206,食材,8000019608,胡辣椒面,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
207,食材,8000019607,五香麻辣面,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
208,食材,8000019606,芥菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
209,食材,8000019605,天然井盐,25kg*500g*50包,调料,包,碧源,,1800,,0,已启用,,,82.00,否,否
210,食材,8000019571,冻鸡腿,10kg*150g以上,冻货类,KG,益客,,360,,2,已启用,,,0.00,否,否
211,食材,8000019570,冰鸡脯肉,0.001,冻货类,KG,,,,,2,已启用,,,0.00,否,否
212,食材,8000019569,白砂糖,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
213,食材,8000019568,酸酸乳草莓味,250ml*24包,干货调料类,件,蒙牛,,240,,0,已启用,,,38.00,否,否
214,食材,8000019567,优酸乳蓝莓味,250ml*24,干货调料类,件,蒙牛,,240,,0,已启用,0.000,,45.00,否,否
215,食材,8000019566,蒜米,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
216,食材,8000019559,青棒豆,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
217,食材,8000019558,牛蛙,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
218,食材,8000019557,韭菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
219,食材,8000019556,嫩豆花,0.001,豆制品,KG,,,,,2,已启用,,,0.00,否,否
220,食材,8000019555,圆小瓜,0.001,蔬菜类,KG,,蔬菜类,,,2,已启用,,,0.00,否,否
221,食材,8000019554,猪片肉,0.001,鲜肉类,KG,,鲜肉类,,,2,已启用,,,0.00,否,否
222,食材,80017946,蹄膀,0.001,鲜肉类,KG,,,,,2,已启用,,,0.00,否,否
223,食材,80017945,草鱼,0.001,水产类,KG,,,,,2,已启用,,,0.00,否,否
224,食材,80017944,牛心菜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
225,食材,80017943,广式胡萝卜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
226,食材,80017942,黄玉米,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
227,食材,80017941,白菜苔,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
228,食材,80017940,酸萝卜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
229,食材,80017939,白棒豆,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
230,食材,80017938,香葱,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
231,食材,80017937,泡青野山椒,包,干货调料类,包,待定,,,,0,已启用,,,11.00,否,否
232,食材,80017936,鸡米花,1*10袋*10公斤,冻货类,包,密州香,,365,,0,已启用,,,15.00,否,否
233,食材,80017935,鸭边腿,0.001,冻货类,KG,,,,,2,已启用,,,0.00,否,否
234,食材,80017934,黄油,250g,冻货类,盒,安仕顿,,360,,0,已启用,,,35.00,否,否
235,食材,80017933,冻鸡排,0.001,冻货类,包,,,,,0,已启用,,,0.00,否,否
236,食材,80017932,糯米烧麦,1*1千克*10袋,冻货类,包,思念,,360,,0,已启用,,,12.00,否,否
237,食材,80017931,丝瓜,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
238,食材,80017930,螺丝椒,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
239,食材,80017929,农家锅巴,0.001,干货调料类,个,,,,,0,已启用,,,0.00,否,否
240,食材,80017928,冰粉粉,0.001,干货调料类,包,,,,,0,已启用,,,,否,否
241,食材,80017927,香果,0.001,干货药材香料,KG,,,,,2,已启用,,,0.00,否,否
242,食材,80017926,八宝饭,0.001,干货调料类,个,,,,,0,已启用,,,0.00,否,否
243,食材,80017925,枸杞,0.001,干货药材香料,KG,,,,,2,已启用,,,0.00,否,否
244,食材,80017924,红枣,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
245,食材,80017923,苕粉,0.001,干货调料类,包,,,,,0,已启用,,,,否,否
246,食材,80017922,干绿豆,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
247,食材,80017921,蕨根粉,7.5公斤,干货调料类,KG,黔星,,540,,2,已启用,,,75.00,否,否
248,食材,80017920,冰糖,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
249,食材,80017919,凯里红酸汤,1.5kg,调料,瓶,凯里,,540,,0,已启用,,,13.00,否,否
250,食材,6920208960064,康师傅大桶麻辣排骨面,142g,干货调料类,桶,康师傅,,180,,0,已启用,,,6.00,否,否
251,食材,6920208960163,康师傅大桶泡椒牛肉面,144g,干货调料类,桶,康师傅,,180,,0,已启用,,,6.00,否,否
252,食材,6971097610011,干豆豉,2.5公斤,调料,KG,鸿冠源,,360,,2,已启用,,,13.00,否,否
253,食材,6938255400273,9°糯米白醋王,630ml,调料,瓶,美味明记,,540,,0,已启用,,,3.00,否,否
254,食材,6973913273288,花椒油,5L,调料,瓶,天曦,,540,,0,已启用,,,140.00,否,否
255,食材,6973913273059,芝麻调和油,5升,调料,瓶,天曦,,540,,0,已启用,,,,否,否
256,食材,6936216300143,农家剁辣椒,0.001,调料,桶,智迩康,,360,,0,已启用,,,,否,否
257,食材,6902265472001,黄豆酱6kg*1,6kg*1,调料,桶,海天,,360,,0,已启用,,,35.00,否,否
258,食材,6945204600028,狮威吉士粉,300g/罐,调料,瓶,狮威牌,,720,,0,已启用,,,6.00,否,否
259,食材,6921804700078,水豆豉,610克,调料,瓶,穗豪食品,,540,,0,已启用,,,10.00,否,否
260,食材,6900387000201,310g风味腐乳,310克,调料,瓶,百花串,,540,,0,已启用,,,13.00,否,否
261,食材,6938059300335,穗河广东南乳,0.001,调料,瓶,穗河牌,,360,,0,已启用,,,,否,否
262,食材,6900387000140,400g甜面酱,400克,调料,瓶,百花串,,360,,0,已启用,,,13.00,否,否
263,食材,6923392176464,浓缩鸡汁,浓缩鸡汁,调料,瓶,百家鲜,,540,,0,已启用,,,35.00,否,否
264,食材,6921718050283,辣椒酱,920g/罐,调料,罐,辣妹子,,720,,0,已启用,,,20.00,否,否
265,食材,80017900,玉米淀粉,0.001,干货调料类,KG,,,,,2,已启用,,,0.00,否,否
266,食材,80000960,鸡蛋,360枚/箱,禽蛋类,箱/个（360箱）,成鳯,,45,,3,已启用,0.000,,195.00,否,否
267,食材,80000406,红糖发糕,1包400g*16包,冻货类,包,安井,,360,,0,已启用,0.000,,100.00,否,否
268,食材,80000404,芝麻球,一包4.1斤,冻货类,包,蜀瑞缘,,360,,0,已启用,,,32.00,否,否
269,食材,80000403,小汤圆,5kg,冻货类,包,悦和隆,,360,,0,已启用,,,48.00,否,否
270,食材,80000402,甜酒,0.001,蔬菜类,KG,,,,,2,已启用,,,0.00,否,否
