id,goods_code,goods_name,is_gift,weight,expiry_date,from_date,exp_arr,price,price_expiry_date,price_from_date,price_exp_arr,box_price,box_price_expiry_date,box_price_from_date,box_price_exp_arr
545,11000230,战马/310ML/24/罐装/2024箱内码/1元乐享-篮球,0,0.00840,9999-12-31,2024-01-01,"[{'id': 281, 'goods_id': 545, 'weight': '0.00840', 'from_date': '2024-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
544,10001053,红牛维生素功能饮料/普通型/250ML/24/广东促销/2024,0,0.00740,9999-12-31,2024-04-01,"[{'id': 280, 'goods_id': 544, 'weight': '0.00740', 'from_date': '2024-02-21', 'expiry_date': '2024-03-31', 'status': 1}, {'id': 322, 'goods_id': 544, 'weight': '0.00740', 'from_date': '2024-04-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
532,好智粒1*15,好智粒1*15,0,0.00485,9999-12-31,2023-01-01,"[{'id': 269, 'goods_id': 532, 'weight': '0.00485', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
531,好智粒1*24,好智粒1*24,0,0.00650,9999-12-31,2023-01-01,"[{'id': 268, 'goods_id': 531, 'weight': '0.00650', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
530,好智粒1*12,好智粒1*12,0,0.00380,9999-12-31,2023-01-01,"[{'id': 267, 'goods_id': 530, 'weight': '0.00380', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
528,80000131,进口芙丝天然泉水/24/500ml/Still-蓝瓶,0,0.01350,9999-12-31,2023-01-01,"[{'id': 266, 'goods_id': 528, 'weight': '0.01350', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
527,80000114,进口芙丝天然泉水/12/850ml/Still,0,0.01140,9999-12-31,2023-01-01,"[{'id': 265, 'goods_id': 527, 'weight': '0.01140', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
526,80000106,进口芙丝苏打水/12/375ml/Sparkling-黄瓜柠檬味,0,0.00843,9999-12-31,2023-01-01,"[{'id': 264, 'goods_id': 526, 'weight': '0.00843', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
525,80000103,进口气泡果味水/8罐/355ml/柠檬黄瓜味,0,0.00310,9999-12-31,2023-01-01,"[{'id': 263, 'goods_id': 525, 'weight': '0.00310', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
524,80000102,进口气泡果味水/8罐/355ml/草莓生姜味,0,0.00310,9999-12-31,2023-01-01,"[{'id': 262, 'goods_id': 524, 'weight': '0.00310', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
523,80000071,进口芙丝苏打水/12/375ml/Sparkling-青柠薄荷味,0,0.00835,9999-12-31,2023-01-01,"[{'id': 261, 'goods_id': 523, 'weight': '0.00835', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
522,80000070,进口芙丝苏打水/12/375ml/Sparkling-柑橘柠檬草味,0,0.00843,9999-12-31,2023-01-01,"[{'id': 260, 'goods_id': 522, 'weight': '0.00843', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
521,80000015,进口芙丝天然泉水/24/500ml/Still,0,0.01350,9999-12-31,2023-01-01,"[{'id': 259, 'goods_id': 521, 'weight': '0.01350', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
520,80000014,进口芙丝天然泉水/24/330ml/Still,0,0.00940,9999-12-31,2023-01-01,"[{'id': 258, 'goods_id': 520, 'weight': '0.00940', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
519,80000013,进口芙丝天然泉水/12/800ml/Still,0,0.01661,9999-12-31,2023-01-01,"[{'id': 257, 'goods_id': 519, 'weight': '0.01661', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
518,80000012,进口芙丝天然泉水/24/375ml/Still,0,0.01663,9999-12-31,2023-01-01,"[{'id': 256, 'goods_id': 518, 'weight': '0.01663', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
517,80000011,进口芙丝苏打水/12/800ml/Sparkling,0,0.01661,9999-12-31,2023-01-01,"[{'id': 255, 'goods_id': 517, 'weight': '0.01661', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
516,80000010,进口芙丝苏打水/24/375ml/Sparkling,0,0.01675,9999-12-31,2023-01-01,"[{'id': 254, 'goods_id': 516, 'weight': '0.01675', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
515,,芙丝青提葡萄味气泡水,0,0.00860,9999-12-31,2023-01-01,"[{'id': 253, 'goods_id': 515, 'weight': '0.00860', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
514,81000177,国产/风味饮料/500ML/15瓶/夏黑葡萄味,0,0.00865,9999-12-31,2023-01-01,"[{'id': 252, 'goods_id': 514, 'weight': '0.00865', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
513,81000175,国产/风味饮料/500ML/15瓶/黄柠檬青柠,0,0.00865,9999-12-31,2023-01-01,"[{'id': 251, 'goods_id': 513, 'weight': '0.00865', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
512,81000172,国产/风味饮料/500ML/15瓶/樱花白桃味,0,0.00865,9999-12-31,2023-01-01,"[{'id': 250, 'goods_id': 512, 'weight': '0.00865', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
511,,芙丝蛋白肽气泡水荔枝玫瑰味,0,0.00670,9999-12-31,2023-01-01,"[{'id': 249, 'goods_id': 511, 'weight': '0.00670', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
510,,芙丝蛋白肽气泡水香茅味,0,0.00670,9999-12-31,2023-01-01,"[{'id': 248, 'goods_id': 510, 'weight': '0.00670', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
509,81000204,国产/芙丝水500ML/24瓶装/静安璞隽联标,0,0.01390,9999-12-31,2023-01-01,"[{'id': 247, 'goods_id': 509, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
508,81000200,国产/芙丝水500ML/24瓶装/沙漠钻石联标,0,0.01390,9999-12-31,2023-01-01,"[{'id': 246, 'goods_id': 508, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
507,81000199,国产/芙丝水330ML/24瓶装/白膜/割箱-厦航专供,0,0.00960,9999-12-31,2023-01-01,"[{'id': 245, 'goods_id': 507, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
506,81000162,国产/芙丝水375ML/20瓶/玻璃瓶/黑珍珠联名,0,0.01380,9999-12-31,2023-01-01,"[{'id': 244, 'goods_id': 506, 'weight': '0.01380', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
505,81000152,国产/芙丝水375ML/20瓶装/玻璃瓶,0,0.01380,9999-12-31,2023-01-01,"[{'id': 243, 'goods_id': 505, 'weight': '0.01380', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
504,81000144,国产/芙丝水375ML/12瓶装/柑橘柠檬草,0,,,,[],,,,[],,,,[]
503,81000122,国产/芙丝水375ML/12瓶装/玻璃瓶,0,,,,[],,,,[],,,,[]
502,81000121,国产/芙丝水375ML/24瓶装/玻璃瓶,0,,,,[],,,,[],,,,[]
501,81000093,国产/芙丝蛋白肽气泡水249ml/12罐装/香茅味,0,,,,[],,,,[],,,,[]
500,81000120,芙丝蛋白肽/249ML*6*2/香茅,0,,,,[],,,,[],,,,[]
499,81000119,芙丝蛋白肽/249ML*6/香茅,0,,,,[],,,,[],,,,[]
498,81000092,国产/芙丝蛋白肽气泡水249ml/12罐装/荔枝玫瑰味,0,,,,[],,,,[],,,,[]
497,81000118,芙丝蛋白肽/249ML*6*2/荔枝玫瑰,0,,,,[],,,,[],,,,[]
496,81000117,芙丝蛋白肽/249ML*6/荔枝玫瑰,0,,,,[],,,,[],,,,[]
495,81000108,国产/芙丝气泡水330ML/12瓶装/青提葡萄/含投奖卡,0,0.00430,9999-12-31,2023-01-01,"[{'id': 242, 'goods_id': 495, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
494,81000107,国产/芙丝气泡水330ML/12瓶装/樱花白桃/含投奖卡,0,0.00430,9999-12-31,2023-01-01,"[{'id': 241, 'goods_id': 494, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
493,81000106,国产/芙丝气泡水330ML/12瓶装/青柠生姜/含投奖卡,0,0.00430,9999-12-31,2023-01-01,"[{'id': 240, 'goods_id': 493, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
492,81000193,国产/芙丝气泡水330ML/12瓶装/荔枝香橙,0,0.00430,9999-12-31,2023-01-01,"[{'id': 239, 'goods_id': 492, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
491,81000105,国产/芙丝气泡水330ML/12瓶装/柠檬黄瓜,0,0.00430,9999-12-31,2023-01-01,"[{'id': 238, 'goods_id': 491, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
490,81000104,国产/芙丝气泡水330ML/12瓶装/青提葡萄,0,0.00430,9999-12-31,2023-01-01,"[{'id': 237, 'goods_id': 490, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
489,81000103,国产/芙丝气泡水330ML/12瓶装/樱花白桃,0,0.00430,9999-12-31,2023-01-01,"[{'id': 236, 'goods_id': 489, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
488,81000102,国产/芙丝气泡水330ML/12瓶装/青柠生姜,0,0.00430,9999-12-31,2023-01-01,"[{'id': 235, 'goods_id': 488, 'weight': '0.00430', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
487,81000101,国产/芙丝气泡水330ML/24瓶装/柠檬黄瓜,0,0.00860,9999-12-31,2023-01-01,"[{'id': 234, 'goods_id': 487, 'weight': '0.00860', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
486,81000100,国产/芙丝气泡水330ML/24瓶装/青提葡萄,0,0.00860,9999-12-31,2023-01-01,"[{'id': 233, 'goods_id': 486, 'weight': '0.00860', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
485,81000099,国产/芙丝气泡水330ML/24瓶装/樱花白桃,0,0.00860,9999-12-31,2023-01-01,"[{'id': 232, 'goods_id': 485, 'weight': '0.00860', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
484,81000096,国产/芙丝气泡水330ML/24瓶装/青柠生姜,0,0.00860,9999-12-31,2023-01-01,"[{'id': 231, 'goods_id': 484, 'weight': '0.00860', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
483,81000164,国产/芙丝水330ML/24瓶装/滴滴联标/牛皮纸,0,0.00928,9999-12-31,2023-01-01,"[{'id': 230, 'goods_id': 483, 'weight': '0.00928', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
482,81000161,国产/芙丝水330ML/30瓶装/电商纯享,0,0.01175,9999-12-31,2023-01-01,"[{'id': 229, 'goods_id': 482, 'weight': '0.01175', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
481,81000160,国产/芙丝水500ML/20瓶装/电商纯享,0,0.01145,9999-12-31,2023-01-01,"[{'id': 228, 'goods_id': 481, 'weight': '0.01145', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
480,81000130,国产/芙丝水330ML/24瓶装/万达瑞华联标,0,0.00960,9999-12-31,2023-01-01,"[{'id': 227, 'goods_id': 480, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
479,81000126,国产/芙丝水500ML/24瓶装/出口澳门,0,0.01390,9999-12-31,2023-01-01,"[{'id': 226, 'goods_id': 479, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
478,81000125,国产/芙丝水330ML/24瓶装/出口澳门,0,0.00960,9999-12-31,2023-01-01,"[{'id': 225, 'goods_id': 478, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
477,81000038,国产/芙丝水500ML/24瓶装/出口新加坡,0,0.01390,9999-12-31,2023-01-01,"[{'id': 224, 'goods_id': 477, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
476,81000039,国产/芙丝水330ML/24瓶装/出口新加坡,0,0.00960,9999-12-31,2023-01-01,"[{'id': 223, 'goods_id': 476, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
475,81000060,国产/芙丝水4L/4瓶装,0,0.01770,9999-12-31,2023-01-01,"[{'id': 222, 'goods_id': 475, 'weight': '0.01770', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
474,81000064,国产/芙丝水330ML/24瓶装/电商/品鉴,0,0.00920,9999-12-31,2023-01-01,"[{'id': 221, 'goods_id': 474, 'weight': '0.00920', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
473,81000030,国产/芙丝水500ML/12瓶装/白膜,0,0.00705,9999-12-31,2023-01-01,"[{'id': 220, 'goods_id': 473, 'weight': '0.00705', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
472,81000195,国产/芙丝水330ML/24瓶装/WHDH联标,0,0.00960,9999-12-31,2023-01-01,"[{'id': 219, 'goods_id': 472, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
471,81000195,国产/芙丝水330ML/24瓶装/湖北中烟联标,0,0.00960,9999-12-31,2023-01-01,"[{'id': 218, 'goods_id': 471, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
470,81000194,国产/芙丝水330ML/24瓶装/LUX酒店联名,0,0.00960,9999-12-31,2023-01-01,"[{'id': 217, 'goods_id': 470, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
469,81000190,国产/芙丝水330ML/24瓶装/特供装,0,0.00960,9999-12-31,2023-01-01,"[{'id': 216, 'goods_id': 469, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
468,81000003,国产/芙丝水330ML/24瓶装/白膜,0,0.00960,9999-12-31,2023-01-01,"[{'id': 215, 'goods_id': 468, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
467,81000001,国产/芙丝水330ML/24瓶装,0,0.00960,9999-12-31,2023-01-01,"[{'id': 214, 'goods_id': 467, 'weight': '0.00960', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
466,81000192,国产/芙丝水500ML/24瓶装/特供装,0,0.01390,9999-12-31,2023-01-01,"[{'id': 213, 'goods_id': 466, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
465,81000141,国产/芙丝水500ML/24瓶装/红韵/圣诞装,0,0.01390,9999-12-31,2023-01-01,"[{'id': 212, 'goods_id': 465, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
464,81000114,国产/芙丝水500ML/24瓶装/长江河湖联标,0,0.01390,9999-12-31,2023-01-01,"[{'id': 211, 'goods_id': 464, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
463,81000113,国产/芙丝水500ML/24瓶装/便利蜂联标,0,0.01390,9999-12-31,2023-01-01,"[{'id': 210, 'goods_id': 463, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
462,81000090,国产/芙丝水500ML/24瓶装/红韵,0,0.01390,9999-12-31,2023-01-01,"[{'id': 209, 'goods_id': 462, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
461,81000002,国产/芙丝水500ML/24瓶装/白膜,0,0.01390,9999-12-31,2023-01-01,"[{'id': 208, 'goods_id': 461, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
460,81000000,国产/芙丝水500ML/24瓶装,0,0.01390,9999-12-31,2023-01-01,"[{'id': 207, 'goods_id': 460, 'weight': '0.01390', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
459,70000124,唯他可可椰子水/原味/310ml/罐装,0,0.00825,9999-12-31,2023-01-01,"[{'id': 206, 'goods_id': 459, 'weight': '0.00825', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
458,70000121,唯他可可椰子水/醇香风味/500ml/PET瓶装,0,0.00668,9999-12-31,2023-01-01,"[{'id': 205, 'goods_id': 458, 'weight': '0.00668', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
457,70000060,唯他可可椰子水/原味/500ml/六瓶装,0,0.00340,9999-12-31,2023-01-01,"[{'id': 204, 'goods_id': 457, 'weight': '0.00340', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
456,70000051,唯他可可椰子水/原味/500ml,0,0.00667,9999-12-31,2023-01-01,"[{'id': 203, 'goods_id': 456, 'weight': '0.00667', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
455,70000050,唯他可可椰子水/蜂蜜味/330ml,0,0.00450,9999-12-31,2023-01-01,"[{'id': 202, 'goods_id': 455, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
454,70000045,唯他可可椰子水/菠萝味/330ml,0,0.00450,9999-12-31,2023-01-01,"[{'id': 201, 'goods_id': 454, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
453,70000043,唯他可可椰子水/原味/330ml/航空专用,0,0.00450,9999-12-31,2023-01-01,"[{'id': 200, 'goods_id': 453, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
452,70000041,唯他可可椰子水/原味/1L/航空专用,0,0.01320,9999-12-31,2023-01-01,"[{'id': 199, 'goods_id': 452, 'weight': '0.01320', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
451,70000128,唯他可可椰子水/凤梨口味/330ml,0,0.00450,9999-12-31,2023-01-01,"[{'id': 198, 'goods_id': 451, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
450,70000123,唯他可可椰子水/醇香风味/330ml/利乐瓶装,0,0.00450,9999-12-31,2023-01-01,"[{'id': 197, 'goods_id': 450, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
449,70000071,唯他可可椰子水/原味/330ml/天猫专供,0,0.00450,9999-12-31,2023-01-01,"[{'id': 196, 'goods_id': 449, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
448,70000002,唯他可可椰子水/原味/330ml,0,0.00450,9999-12-31,2023-01-01,"[{'id': 195, 'goods_id': 448, 'weight': '0.00450', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
447,70000001,唯他可可椰子水/原味/1L,0,0.01320,9999-12-31,2023-01-01,"[{'id': 194, 'goods_id': 447, 'weight': '0.01320', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
446,60000235,果倍爽/樱桃复合果汁/330ML/文案装,0,0.00554,9999-12-31,2023-01-01,"[{'id': 193, 'goods_id': 446, 'weight': '0.00554', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
445,60000234,果倍爽/红葡萄汁/330ML/文案装,0,0.00554,9999-12-31,2023-01-01,"[{'id': 192, 'goods_id': 445, 'weight': '0.00554', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
444,60000233,果倍爽/橙汁/330ML/文案装,0,0.00554,9999-12-31,2023-01-01,"[{'id': 191, 'goods_id': 444, 'weight': '0.00554', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
443,60000022,果倍爽/樱桃复合果汁/330ML,0,0.00554,9999-12-31,2023-01-01,"[{'id': 190, 'goods_id': 443, 'weight': '0.00554', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
442,60000021,果倍爽/红葡萄汁/330ML,0,0.00554,9999-12-31,2023-01-01,"[{'id': 189, 'goods_id': 442, 'weight': '0.00554', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
441,60000020,果倍爽/橙汁/330ML,0,0.00554,9999-12-31,2023-01-01,"[{'id': 188, 'goods_id': 441, 'weight': '0.00554', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
440,60000256,果倍爽/猕猴桃复合果汁/六袋装/200ML/果小包盲盒,0,0.00420,9999-12-31,2023-01-01,"[{'id': 187, 'goods_id': 440, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
439,60000255,果倍爽/黑加仑复合果汁/六袋装/200ML/果小包盲盒,0,0.00420,9999-12-31,2023-01-01,"[{'id': 186, 'goods_id': 439, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
438,60000254,果倍爽/桃苹果复合果汁/六袋装/200ML/果小包盲盒,0,0.00420,9999-12-31,2023-01-01,"[{'id': 185, 'goods_id': 438, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
437,60000253,果倍爽/梨汁/六袋装/200ML/果小包盲盒,0,0.00420,9999-12-31,2023-01-01,"[{'id': 184, 'goods_id': 437, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
436,60000252,果倍爽/白葡萄汁/六袋装/200ML/果小包盲盒,0,0.00420,9999-12-31,2023-01-01,"[{'id': 183, 'goods_id': 436, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
435,60000251,果倍爽/橙汁/六袋装/200ML/果小包盲盒,0,0.00420,9999-12-31,2023-01-01,"[{'id': 182, 'goods_id': 435, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
434,60000217,果倍爽/猕猴桃复合果汁/六袋装/200ML/2020年整箱促销,0,0.00420,9999-12-31,2023-01-01,"[{'id': 181, 'goods_id': 434, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
433,60000216,果倍爽/黑加仑复合果汁/六袋装/200ML/2020年整箱促销,0,0.00420,9999-12-31,2023-01-01,"[{'id': 180, 'goods_id': 433, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
432,60000215,果倍爽/桃苹果复合果汁/六袋装/200ML/2020年整箱促销,0,0.00420,9999-12-31,2023-01-01,"[{'id': 179, 'goods_id': 432, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
431,60000214,果倍爽/梨汁/六袋装/200ML/2020年整箱促销,0,0.00420,9999-12-31,2023-01-01,"[{'id': 178, 'goods_id': 431, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
430,60000213,果倍爽/白葡萄汁/六袋装/200ML/2020年整箱促销,0,0.00420,9999-12-31,2023-01-01,"[{'id': 177, 'goods_id': 430, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
429,60000211,果倍爽/橙汁/六袋装/200ML/2020年整箱促销,0,0.00420,9999-12-31,2023-01-01,"[{'id': 176, 'goods_id': 429, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
428,60000171,果倍爽/橙汁/六袋装/200ML/果小包,0,0.00420,9999-12-31,2023-01-01,"[{'id': 175, 'goods_id': 428, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
427,60000221,果倍爽/橙汁/六袋装/200ML/运动版果小包,0,0.00420,9999-12-31,2023-01-01,"[{'id': 174, 'goods_id': 427, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
426,60000185,果倍爽/猕猴桃复合果汁/六袋装/200ML/2019开箱有礼,0,0.00420,9999-12-31,2023-01-01,"[{'id': 173, 'goods_id': 426, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
425,60000184,果倍爽/黑加仑复合果汁/六袋装/200ML/2019开箱有礼,0,0.00420,9999-12-31,2023-01-01,"[{'id': 172, 'goods_id': 425, 'weight': '0.00420', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",,,,[],,,,[]
